Gene ID	source_id	sense - ring	sense - schizont	sense - troph	antisense - ring	antisense - schizont	antisense - troph	sense - Late Trophozoite	sense - Schizont	sense - Gametocyte II	sense - Gametocyte V	sense - asexual blood stages	sense - midgut oocysts	sense - salivary gland sporozoites	sense - 40-5 hours post-invasion	sense - 2-10 hours post-invasion	sense - 7-15 hours post-invasion	sense - 12-20 hours post-invasion	sense - 17-25 hours post-invasion	sense - 32-40 hours post-invasion	sense - 27-35 hours post-invasion	sense - 22-30 hours post-invasion	sense - T05	sense - T10	sense - T15	sense - T20	sense - T30	sense - T25	sense - T35	sense - T40
PF3D7_1309200	PF3D7_1309200.1	115.54	326.92	136.36	24.52	33.51	16.44	46.8	132.32	17.46	20.85	26.5	7.53	21.62	108.04	38.6	56.96	102.82	80.81	128.02	75.92	87.95	133.52	50.5	78.17	106.06	90.12	92.78	99.74	239.2
PF3D7_1309300	PF3D7_1309300.1	258.73	84.14	152.9	26.89	9.14	14.28	47.59	43.52	9.65	11.19	26.4	8.97	1.89	81.48	245.5	328.01	223.24	156.32	119.24	121.41	123.78	187.84	427.4	493.8	372.1	233.02	246.99	241.18	244.79
PF3D7_1309400	PF3D7_1309400.1	50.86	136.34	134.57	8.59	21.8	24.72	4.38	134.63	4.77	75.4	360.31	9.56	3.4	35.98	22.51	31.11	53.93	61.68	150.78	115.17	83.29	90.14	46.85	60.61	78.36	116.56	97.54	207.23	248.06
PF3D7_1309500	PF3D7_1309500.1	88.54	21.18	73.51	11.98	2.4	7.27	21.38	3.94	19.47	6.78	16.99	12.59	5.01	16.7	65.29	117.59	82.51	91.87	67.43	87.5	84.65	38.24	128.64	190.6	186.29	146.51	147.69	119.91	66.91
PF3D7_1309600	PF3D7_1309600.1	91.64	17.15	94.2	22.9	4.46	21.82	14.89	4.33	23.72	14.38	31.89	46.74	72.43	10.44	31.53	42.04	33.54	35.32	23.03	43.6	40.2	13.23	45.81	75.49	61.01	69.96	57.79	50.52	24.9
PF3D7_1309700	PF3D7_1309700.1	46.17	19.28	41.25	7.28	4.45	15.4	1.98	8.98	2.45	3.87	7.06	5.38	2.74	4.22	17.58	25.38	32.18	27.98	20.06	23.01	26.34	9.16	18.71	36.44	43.27	33.89	35.69	28.71	28.22
PF3D7_1309800	PF3D7_1309800.1	6.96	20.17	130.64	25.29	11.98	41.34	32.1	8.38	8.81	10.45	4.94	13.98	1.76	5.35	3.67	2.97	3.09	35.77	38.87	112.59	108.92	5.34	3.32	0.81	4.88	147.69	77.4	109.21	37.23
PF3D7_1309900	PF3D7_1309900.1	3.25	8.19	47.86	0.73	0.44	2.44	9.47	1.62	3.87	4.8	13.41	5.33	1.36	0.71	0.64	0.43	0.27	2.36	9.23	23.46	16.35	1.41	0.57	0	1.63	47.13	17.35	41.18	9.82
PF3D7_1310000	PF3D7_1310000.1	2.54	10.37	24.74	0	1.44	3.37	7.9	2.13	23.17	8.07	31.13	9.6	0	5.52	0.6	2.39	1.19	7.26	29.5	27.17	18.89	11.06	8.76	4.16	4.8	44.94	21.61	42.97	40.6
PF3D7_1310100	PF3D7_1310100.1	2.57	5.46	32.32	0.77	0.74	3.07	4.53	2.38	5.02	1.21	2.98	3.78	1.29	2.32	0.89	0.66	0.51	6.17	13.6	33.69	24.21	5.53	1.51	1.02	2.48	52.46	22.66	38.91	18.52
PF3D7_1310200	PF3D7_1310200.1	24.02	332.63	2.12	7.63	35.88	0.42	6.42	44.77	2.87	1.31	0.94	2.42	1.19	101.33	8.42	2.53	1.01	2.34	29.1	1.81	1.27	145.62	45.04	6.39	1.04	2.53	0.15	4.59	146.85
PF3D7_1310300	PF3D7_1310300.1	44.35	75.63	23.31	5.57	6.49	2.77	13.83	3.78	13.37	5.98	7.16	1.73	9.37	56.26	17.27	9.13	8.55	11.59	8.45	11.9	13.54	94.7	32.42	20.35	25.6	29.01	26.07	21.32	13.96
PF3D7_1310400	PF3D7_1310400.1	74.29	52.76	60.06	8.3	6.67	7.16	1.62	10.43	3.78	2.82	9.42	8.4	4.09	71.22	45.56	54.81	60.11	81.1	22.41	52.29	69.34	154.89	104.33	117.82	148.07	138.32	155.17	84.32	40.86
PF3D7_1310500	PF3D7_1310500.1	57.31	48.09	93	14.26	24.71	16.67	37.7	13.09	14.98	1.89	17.83	13.03	0.56	7.18	28.8	53.11	41.78	56.39	57.4	61.07	48.76	28.45	67.36	103.35	130.27	94.6	100.7	118.51	86.46
PF3D7_1310600	PF3D7_1310600.1	69.62	458.58	71.32	31.72	86.14	17.26	51.03	140.46	26	4.04	0.59	2.6	3.13	157.19	16.27	5.05	7.57	57.17	89.15	43.89	51.31	147.3	37.95	5.49	18.94	49.39	48.31	50.62	166.5
PF3D7_1310700	PF3D7_1310700.1	481.69	1780.7	7.05	94.43	307.91	1.34	6.2	386.16	138.44	161.31	72.9	0.93	115.63	3113.83	734.41	126.06	26.06	9.57	32.68	4.94	16.84	3552.04	1532.1	179.11	29.52	10.25	10.41	8.6	333.6
PF3D7_1310800	PF3D7_1310800.1	113.12	17.65	86.14	22.89	4.06	11.14	2.35	4.87	2.11	3.32	12.79	9.88	1.27	6.1	30.66	47.21	46.51	61.15	17.54	30.84	55.92	12.45	48.64	84.65	100.62	89.03	102.49	48.76	25.82
PF3D7_1310900	PF3D7_1310900.1	25.98	31.13	86.2	5.34	5.35	18.87	59.31	9.17	44.21	22.24	28.18	19.27	0.72	5.97	13.48	12.35	25.5	28.54	38.11	41.89	52.32	6.7	7.39	13.23	24.97	45.1	35.26	53.71	35.13
PF3D7_1311000	PF3D7_1311000.1	60.99	8.29	29.84	3.36	0	1.96	18.2	2.05	36.01	6.8	6.78	13.05	1.14	5.59	20.74	34.94	20.18	21.98	8.31	16.6	15.82	15.53	42.98	60.95	54.06	38.39	44.49	17.52	10.21
PF3D7_1311100	PF3D7_1311100.1	6.15	0	0.64	3.17	0	0.18	0.13	0.64	5.06	9.53	168.02	4.46	3.47	11.79	54.3	69.01	29.77	19.12	2.36	4.01	11.28	38.18	154.63	170.32	94.61	25.91	45.07	15.33	15.33
PF3D7_1311200	PF3D7_1311200.1	27.97	39.37	83.07	2.85	3.93	9.24	20.02	11.07	6.06	3.11	11.07	9.82	6.76	7.4	8.6	25.28	28.99	51.18	39.81	46.07	47.84	17.51	12.83	36.93	72.1	80.76	83.63	77.51	65.5
PF3D7_1311300	PF3D7_1311300.1	14.36	64.77	148.63	4.05	7.14	13.57	102.22	44.56	44.82	10.73	7.63	21.2	3.53	10.38	5.04	3.44	8.95	19.69	70.58	84.37	61.93	10.6	3.06	1.25	8.16	62.25	26.77	76.86	58.5
PF3D7_1311400	PF3D7_1311400.1	255.58	175.3	295.95	26.79	45.23	41.49	56.35	62.48	8.72	6.24	29.88	25.33	1.3	29.61	65.68	121.9	106.93	117.72	173.74	168.15	124.07	60.01	93.49	147.22	174.45	210.24	162.07	258.75	223.42
PF3D7_1311500	PF3D7_1311500.1	316.89	955.89	657.64	45.73	136.56	100.27	104.67	412.37	20.97	27.42	42.34	66.42	30.9	276.89	215.52	184.02	239.02	241.43	613.51	425.82	327.11	228.37	131.71	166.21	171.17	265.48	211.36	481.03	598.51
PF3D7_1311600	PF3D7_1311600.1	100.66	145.73	44.98	15.8	16.77	10.25	13.6	21.97	2.93	7.18	37.87	6.09	106.05	65.17	44.83	65.7	39.01	41.6	33.54	22.65	28.96	154.3	143.77	145.75	127.47	76.35	93.49	60.87	132.68
PF3D7_1311700	PF3D7_1311700.1	54.11	9.31	54.71	7.67	1.16	7.09	14.4	1.14	20.18	16.46	14.9	10.41	0.76	7.79	41.72	64.04	43.79	51.89	14.35	38.27	59.02	10	57.08	92.71	100.69	87.54	96.89	48.31	16.38
PF3D7_1311800	PF3D7_1311800.1	1469.65	373.37	1412.52	177.31	46.25	154.26	8.2	65.95	3.78	4.58	190.85	96.47	95.62	233.13	414.12	601.93	684.87	898.66	200.53	496.53	729.29	416.19	822.62	1080.2	1556.72	1130.35	1369.17	699.9	202.23
PF3D7_1311900	PF3D7_1311900.1	472.94	430.53	554.82	86.29	74.22	101.87	207.53	180.16	28.54	23.02	50.99	46.95	2.33	70.15	144.62	221.15	286.72	277.15	312.4	285.57	277.07	93.6	99.8	188.42	250.89	264.42	230.61	280.02	313
PF3D7_1312000	PF3D7_1312000.1	9.84	7.65	7.88	1.38	1.08	0.73	3.96	1.96	9.92	8.07	14.34	16.87	1.28	3.04	3.36	2.02	1.79	0.65	7.49	5.13	0.87	3.55	2.34	1.22	0.51	4.68	0.67	9.73	13.68
PF3D7_1312100	PF3D7_1312100.1	7.14	48.52	29.34	0.52	3.08	2.19	1.25	25.38	2.13	0.6	4.41	2.07	1.19	17.19	3.16	1.73	1	1.33	81.26	31.3	7.32	68.07	18.1	3.63	1.31	35.93	7.5	123.99	221.07
PF3D7_1312200	PF3D7_1312200.1	11.46	47.19	54.03	0	4.86	1.91	12.87	5.96	5.93	3.06	10.73	5.43	0.22	6.29	1.52	1.3	0.25	7.36	28.17	22.66	18.43	14.99	4.43	0	0.64	45.49	18.77	40.42	46.24
PF3D7_1312300	PF3D7_1312300.1	3.7	11.88	57.66	1.08	1.78	3.58	20.65	7.79	11.99	7.56	5.16	11.13	0.96	3.34	1.42	1.34	0.85	4.73	24.96	27.62	21.6	6.51	2.67	1.67	1	69.31	24.68	65.7	38.81
PF3D7_1312400	PF3D7_1312400.1	2.81	8.9	47.65	0.31	0.7	3.01	0.78	2.64	0.75	1.85	10.55	8.22	0.93	1.06	0.33	0.25	0.21	2.55	4.65	8.79	8.04	2.53	1.07	0.4	1.15	32.14	16.66	26.03	15.72
PF3D7_1312450	PF3D7_1312450.1	8.37	21.37	0	10.42	2.28	0	6.47	3.4	172.43	33.86	1.48	0.7	41.43	21.02	15.36	7.43	2.85	2.75	6.73	0.44	2.07	11.78	14.85	2.91	6.1	2.23	3.21	1.12	6.27
PF3D7_1312500	PF3D7_1312500.1	56.57	65.04	2.38	9.2	6.65	0.41	5.19	6.29	27.72	2.85	2.95	1.96	381.21	120.97	46.22	24.99	17.16	14.06	18.32	13.12	13.25	127.5	56.22	9.05	1.27	6.79	0.95	5.3	16.08
PF3D7_1312600	PF3D7_1312600.1	28.66	151.88	65.59	4.36	19.53	8.02	46.67	69.73	20.72	32.86	22.01	74.37	12.23	60.76	11.51	4.44	2.71	3.36	117.15	77.51	18.18	98.59	27.51	6.22	2.57	64.66	4.86	148.29	200.55
PF3D7_1312700	PF3D7_1312700.1	14.03	25.53	205	1.72	2.43	12.84	28.17	5.42	4.28	6.51	23.52	6.3	0.66	7.21	2.81	2.12	5.77	81.62	26.85	85.01	110.7	18.08	4.43	3.65	49.5	261.9	234.23	125.01	35.92
PF3D7_1312800	PF3D7_1312800.1	36.01	179.58	25.24	3.62	17.1	3.41	2	135.78	3.02	10.97	33.01	5.77	3.1	152.9	26.28	8.12	3.66	5.28	90	44.77	26.1	360.69	106.28	18.81	5	78.33	24.23	142.33	343.69
PF3D7_1312900	PF3D7_1312900.1	274.26	301.78	239.91	18.79	21.68	17.51	5.61	111.11	8.81	9.66	30.89	25.98	58.12	203.35	140.89	208.78	202.06	222.5	194.04	185.87	188.89	440.58	441.97	545.61	554.92	455.44	506.79	502.92	485.69
PF3D7_1313000	PF3D7_1313000.1	7.06	46.17	50.54	2.13	5.06	4.26	52.05	17.39	17.53	10.51	4.78	4.45	9.68	14.38	8.7	14.13	22.6	36.86	123.25	77.56	50.98	23.3	9.08	28.24	54.83	107.11	70.96	133.5	146.14
PF3D7_1313100	PF3D7_1313100.1	0	0.3	0.21	0.14	0.09	0.03	0	0.34	0.2	0.1	0.15	0.34	1.06	0.58	0.35	0.42	0.53	0.75	1.07	1.18	0.82	0.94	0.52	0.35	0.35	1.98	0.66	1.84	5.64
PF3D7_1313200	PF3D7_1313200.1	4.92	15.15	36.63	0.69	1.96	4.5	4.61	1.88	2.91	1.13	137.71	45.21	63.76	4.01	3.4	8	8.92	21.8	35.94	34.75	25.41	5.1	1.86	7.51	19.69	37.55	28.85	50.68	32.83
PF3D7_1313300	PF3D7_1313300.1	6.47	13.49	36.53	7.87	10.16	10.01	19.68	6.78	60.63	15.9	4.17	5.81	2.32	6.58	3.68	2.82	1.9	10.33	13.03	21.36	16.55	13.99	8.75	6.08	7.89	42.69	24.8	42.08	20.27
PF3D7_1313400	PF3D7_1313400.1	13.92	62.12	79.34	1.35	5	6.23	5.54	18.36	1.82	2.02	5.84	7.5	7.07	23.22	3.47	3.64	7.82	28.47	35.69	42.89	42.45	43.79	15.52	7.73	30.09	111.23	78.69	90.47	86.17
PF3D7_1313500	PF3D7_1313500.1	4.9	41.7	0.78	0.44	3.09	0	0.35	18.63	0.77	0.73	0.97	0.44	1.5	40.02	4.84	2.07	1.2	1.65	22.93	3.07	1.85	91.32	25.42	3.43	0.61	1.88	1.03	6.83	105.92
PF3D7_1313600	PF3D7_1313600.1	5.14	59.41	1.57	0.91	7.65	0.19	0.42	26.66	1.35	3.89	10.22	0.81	1.42	23.02	2.44	1.3	0.86	0.31	27.67	0.76	0.52	66.53	16.27	2.92	1.39	1.68	0.72	4.89	115.24
PF3D7_1313700	PF3D7_1313700.1	22.67	64.77	141.42	4.69	11.79	33.39	21.12	5.65	13.12	10.62	19.83	20.53	2.25	5.6	3.95	6.59	9.91	16.91	25.1	31.35	30.13	16.6	9.33	12.64	18.04	65.25	36.17	69.42	46.14
PF3D7_1313800	PF3D7_1313800.1	50.23	20.33	15.72	4.72	1.94	0.99	1.12	10.95	1.29	1.34	17.16	4.97	2.21	159.36	155.95	173.03	120.64	88.4	33.93	55.98	66.47	252.32	320.82	278.07	193.4	111.53	123.96	88.54	76.79
PF3D7_1313900	PF3D7_1313900.1	44.59	17.39	62.21	4.62	4.05	8.07	4.2	0.85	6.09	1.68	12.1	6.34	4.22	1.55	8.64	26.03	24.8	32.48	21	29.38	30.01	6.47	22.2	53.16	66.34	62.58	60.97	53.63	39.07
PF3D7_1314000	PF3D7_1314000.1	3.22	10.31	36.48	0.26	1.07	3.19	2.48	3.37	1.61	1.39	4.83	6.02	0.56	2.28	0.98	1.13	0.74	7.86	24.03	31.77	19.26	5.16	1.78	1.41	2.36	47	20.5	45.85	28.79
PF3D7_1314100	PF3D7_1314100.1	28.57	11.03	54.43	4.37	2.49	8.3	11.85	2.81	2.16	0.63	4	3.21	0.54	1.71	7.34	19.22	16.94	39.73	17.28	33.56	42	4.08	15.29	27.23	49.65	69.9	71.7	51.52	25.16
PF3D7_1314200	PF3D7_1314200.1	1.32	7.62	25.34	0.62	1.88	4.46	1.49	5.47	0.36	0.52	5.76	2.03	0.35	3.15	1.15	1.26	0.55	3.82	33.78	46.38	23.27	6.67	4.02	3.15	1.29	71.61	19.68	79.47	42.01
PF3D7_1314300	PF3D7_1314300.1	14.99	34.76	136.78	1.79	6.03	19.56	13.99	7.52	5.89	2.12	5.81	12.58	1.57	4.72	2.02	2.32	2.2	14.46	26.01	42.63	29.53	10.37	4.03	3.07	9.45	78.21	39.05	75	50.22
PF3D7_1314400	PF3D7_1314400.1	20.61	7.77	41.15	1.45	0	9.07	12.9	3.54	53.95	16.29	22.88	94.69	3.07	5.15	5.21	11.6	7.16	36.51	14	19.49	20.85	8.43	8.5	11.35	35.55	31.39	45.63	41.89	28.72
PF3D7_1314500	PF3D7_1314500.1	64.69	115.19	217.18	4.71	8.5	13.62	227.48	59.73	36.21	6.69	14.73	11.11	1.49	10.74	21.38	44.13	40.45	59.87	109.83	78.79	48.48	24.82	45.97	84.87	120.17	116.53	95.21	193.17	171.5
PF3D7_1314600	PF3D7_1314600.1	16.87	12.91	68.67	2.43	2.44	7.96	7.32	1.83	2.79	0.66	2.32	7.31	1.68	1.13	7.34	12.88	13.6	31.33	11.7	22.06	31.17	3.81	11.84	26.32	45.46	73.63	60.93	39.97	24.05
PF3D7_1314700	PF3D7_1314700.1	9.51	40.98	134.33	2.88	7.23	24.36	8.93	18.98	8.06	27.15	10.52	15.36	37	9.64	6.5	4.66	7.06	63.82	80.53	119.77	109.13	18.23	8.84	7.25	24.33	168.8	129.5	186.71	95.43
PF3D7_1314800	PF3D7_1314800.1	19.99	0	0	2.37	1.45	3.88	0.39	0	17.42	2.03	7.79	0.69	3.02	0	3.6	3.47	2.05	0	0.12	0.16	1.49	2.12	5.87	3.14	2.63	0.8	0	0.4	8.12
PF3D7_1314900	PF3D7_1314900.1	248.02	57.94	240.56	22.55	7.82	25.73	38.41	18.55	4.9	2.56	26.07	19.28	3.48	17.67	111.01	129.74	149.62	118.64	61.4	133.02	143.11	27.11	107.34	198.69	178.14	181.54	162	150.63	58.51
PF3D7_1315000	PF3D7_1315000.1	85.29	50.43	45.81	18.52	9.65	9.41	9.24	3	3.38	0.77	7.17	0.72	0.85	97.88	74.1	103.68	61.21	72.11	43.66	52.37	46.85	140.57	149.94	149.68	152.35	85.95	97.57	85.51	53.41
PF3D7_1315100	PF3D7_1315100.1	40.63	23.07	23.12	4.24	2.11	3.36	1.88	1.18	6.86	3.39	37.81	0.64	1.31	18.06	17.08	8.66	7.02	16.39	3.73	4.52	9.85	32.26	40.3	22.77	23.76	25.65	35.53	11.47	10.47
PF3D7_1315200	PF3D7_1315200.1	4.58	15.98	26.83	4.23	3.78	3.2	1.96	4.44	1.38	0.71	11.46	9.81	6.56	7.42	4.06	4.16	4.31	16.11	11.32	17.96	21.48	7.54	2.14	0.39	4.62	33.44	25.22	19.8	16.73
PF3D7_1315300	PF3D7_1315300.1	23	281.92	42.86	2.69	32.33	4.25	27.82	74.67	3.69	46.13	175.19	8.4	0.92	27.35	3.45	1.4	0.33	0.34	65.08	13.46	1.92	85.47	17.24	3.03	0.61	7.65	0.74	63.9	272.14
PF3D7_1315400	PF3D7_1315400.1	534.4	451.56	483.45	85.61	68.38	76.75	163.41	101.26	72.91	15.31	35.38	20.03	114.14	250.76	218.05	307.19	249.47	385.83	232.7	276.63	291.29	382.94	457.41	496.09	543.97	460.17	522.5	387.45	320.43
PF3D7_1315500	PF3D7_1315500.1	147.13	261.24	170.62	18.37	20.39	17.64	93.26	69.5	43.33	10.5	20.93	19.43	10.79	76.66	34.16	65.51	72.59	132.34	66.41	74.33	97.84	141.44	86.73	131.66	201.55	174.6	200.78	118.84	124.1
PF3D7_1315600	PF3D7_1315600.1	56.95	331.77	314.75	32.68	58.6	31.87	238.95	125.3	70.11	21.03	9.61	31.6	0.93	31.99	8.46	15.76	24.27	39.52	171.88	128.67	64.07	105.11	27.04	30.4	59.67	210.81	114.95	403.67	500.65
PF3D7_1315700	PF3D7_1315700.1	75.54	34.81	73.28	9.19	4.99	9.92	23.01	11.25	20	11.37	48.09	25.59	18.45	11.98	26.38	68.54	73.91	76.16	39.64	42.08	57.73	32.03	64.25	144.18	184.26	121.97	150.69	82.1	74.59
PF3D7_1315800	PF3D7_1315800.1	53.39	51.6	113.65	5.33	5.31	6.4	30.75	14.41	16.86	6.15	21.33	2.7	5.27	7.41	10.05	14.17	19.31	30.32	36.1	30.41	29.49	22.15	25.99	32.58	53.78	77.8	65.58	66.5	54.54
PF3D7_1315900	PF3D7_1315900.1	196.01	98.48	215.49	30.28	12.11	29.1	27.41	34.26	7	4.65	21.5	17.07	14.66	56.43	92.5	126.34	89.17	129.72	113.62	108.21	115.93	107.2	177.94	169.26	182.93	178.87	182.49	175.4	141.4
PF3D7_1316000	PF3D7_1316000.1	3.39	0.47	3.4	1.39	0.47	1.31	0.86	0.23	71.07	248.38	207.67	0.21	0.5	3.8	4.82	4.47	2.54	2.3	1.5	2.35	1.48	16.72	22.62	24.1	14.51	10.75	10.86	9.11	10.73
PF3D7_1316100	PF3D7_1316100.1	28.78	34.47	35.37	2.81	3.57	2.87	2.66	44.17	3.27	9.73	15.91	11.64	9.58	32.85	66.9	111.67	73.59	66.75	140.96	99.34	62.31	143.93	215.75	270.84	219.23	204.53	161.82	346.51	414.52
PF3D7_1316200	PF3D7_1316200.1	67.96	272.98	18.09	2.21	13.68	0.77	3.13	7.59	8.94	1.43	4.36	3.22	12.4	313.41	38.3	16.44	6.84	20.83	14.65	16.94	21.85	385.7	161.85	30.4	27	50.2	40.28	28.99	70.67
PF3D7_1316300	PF3D7_1316300.1	11.45	0	0	4.02	2.44	2	0	0	119.53	723.07	179.89	0	6.42	2.26	1.22	5.89	2.6	0	0	0.81	1.26	8.08	8.15	11.53	6.69	1.36	1.3	4.09	9.94
PF3D7_1316400	PF3D7_1316400.1	1.85	2.24	5.28	5.25	0.64	0.92	2.11	0	25.83	9.46	8.39	3.26	1.05	1.21	1.49	1.25	1.33	1.92	2.15	5.42	2.32	2.06	0.83	0	0	11.24	1.2	8.75	6.31
PF3D7_1316500	PF3D7_1316500.1	74.94	16.86	84.07	16.52	4.21	16.07	2.05	10.51	3.41	4.47	12.29	12.13	0.63	12.53	50.87	65.88	55.04	65.12	30.06	61.91	65.05	24.14	74.47	96.33	101.06	96.99	95.36	80.64	39.55
PF3D7_1316600	PF3D7_1316600.1	64.52	425.4	172.7	11.04	51.25	23.03	25.95	260.74	12.08	13.41	18.83	12.6	1.7	158.21	20.75	8.1	44.93	67.6	122.06	87.39	74.75	180.27	52.76	13.12	59.11	107.6	82.43	117.65	200.83
PF3D7_1316700	PF3D7_1316700.1	2.39	6.71	1.64	9.9	5.99	16.03	0.66	1.92	3.93	57.1	131.47	0	0.73	3.49	1.51	0.53	0.44	0.42	0.72	0.23	0.21	6.49	5.64	4.03	2.88	2.29	2.41	2.06	9.52
PF3D7_1316800	PF3D7_1316800.1	174.76	113.89	229.18	23.46	14.81	29.94	99	26.73	22.84	9.47	19.32	8.14	0.43	14.48	42.2	74.44	58.96	66.73	110.96	96.86	68.19	37.17	100.89	144.6	148.47	175.31	129.92	207.32	157.38
PF3D7_1316900	PF3D7_1316900.1	110.49	54.75	110.5	13.16	6.18	12.07	2.86	18.11	2.11	1.65	17.6	5.75	15.52	25.19	32.66	43.78	45.35	64.95	53.53	60.31	62.61	77.83	94.2	112.88	145.17	162.23	135.72	132.14	115.14
PF3D7_1317000	PF3D7_1317000.1	133.67	137.94	172.24	16.49	20.01	23.8	20.04	53.22	6.83	2.57	17.72	13.89	3.02	35.97	58.45	97.97	96.11	107.17	111.53	111.98	93.2	110.19	128.01	194.86	267.54	218.18	198.13	257.63	246.05
PF3D7_1317100	PF3D7_1317100.1	76.57	471.31	610.6	12.5	65.59	84.08	16.35	248.66	6.97	13.29	124.81	53.05	17.85	60.44	11.03	4.66	2.78	29.58	418.28	349.13	157	107.3	25.94	6.11	3.19	267.82	86.05	485.13	485.98
PF3D7_1317200	PF3D7_1317200.1	5.4	9.65	42.95	1.78	2.29	5.85	1.15	7.94	1.57	6.01	10.36	0.81	49.81	2.29	1.83	4.19	52.34	92.99	10.81	25.12	50.55	5.67	5.33	28.6	216.12	64.54	134.68	41.46	20.11
PF3D7_1317300	PF3D7_1317300.1	87.26	110.55	299.76	8.56	10.49	28.15	122.41	22.96	25.5	13.25	17.35	26.29	0.5	17.14	28.35	97.81	145.47	195.07	202.52	261.67	201.5	38.47	52.04	182.48	271.61	384.42	312.73	389.94	240.77
PF3D7_1317400	PF3D7_1317400.1	23.51	39.61	131.93	3.1	5.79	21.14	66.51	13.73	28.93	10.04	49.4	23.36	1.85	4.82	6.91	36.98	78.7	165.33	98.96	166.87	169.65	26.52	32.86	175.56	390.63	455.03	503.21	422.67	205.49
PF3D7_1317500	PF3D7_1317500.1	6.4	19.33	93.08	0	1.96	5.94	22.48	2.47	26.23	6.47	2.87	6.68	0.61	9.59	4.21	3.96	4.83	44.02	135.31	159.79	101.48	41.4	18	14.81	52.05	374.33	209.5	469.99	253.06
PF3D7_1317600	PF3D7_1317600.1	10.23	38.23	109.8	11.84	9.88	28.66	13.63	12.34	4.13	3.04	3.42	5.57	1.36	3.85	1.55	2.99	4.81	18.9	47.63	48.12	35.68	14.47	3.81	8.17	19.36	93.45	60.27	113.1	80.2
PF3D7_1317700	PF3D7_1317700.1	35.1	11.69	36.76	5.47	4.8	14.89	11.17	1.8	7.03	1.19	4.98	8.41	4.63	14.5	30.56	52.68	34.11	64.76	27.9	38.13	47.59	28.94	79.89	107.92	138.46	97.88	111.66	73.72	43.75
PF3D7_1317800	PF3D7_1317800.1	2300.07	721.63	2378.79	276.03	79.06	256.81	1362.96	296.06	317.94	47.94	194.87	214.73	8.33	350.89	1528.23	2013.29	2454.2	2131.47	819.97	1243.58	1735.16	394.39	1142.8	1626.01	1824.62	1158.62	1710.75	1068.07	532.33
PF3D7_1317900	PF3D7_1317900.1	141.36	7.74	37.96	15.69	1.21	5.93	2.16	1.52	2.58	1.97	6.39	8.71	1.48	34.3	95.92	141.09	85.43	101.57	11.58	34.74	60.52	76.03	208.24	220.51	192.67	102.81	156.44	44.95	18.75
PF3D7_1318000	PF3D7_1318000.1	42.84	356.55	6.36	131.34	46.13	30.08	4.26	41.11	1.78	1.05	0.99	0.06	0.2	62.17	7.92	1.76	0.3	0.44	27.57	0.49	0.11	148.33	31.24	2.07	0.39	0.18	0.17	3.71	105.17
PF3D7_1318100	PF3D7_1318100.1	10	70.27	121.54	1.99	10.38	14.58	152.06	37.47	107.36	23.73	3.73	11.21	8.39	16.67	6.99	5.46	9	53.84	184.66	148.67	92.9	23.58	9.47	2.38	15.95	104.25	63.09	175.57	139.21
PF3D7_1318200	PF3D7_1318200.1	1.94	3.65	11.67	0	0	1.57	4.82	1.63	3.06	3.6	1.76	7.38	1.49	1.68	0.64	0.36	0.3	0.77	4.5	9.14	3.53	0	0.47	0	0	3.57	0.85	6.07	8.41
PF3D7_1318300	PF3D7_1318300.1	7.52	15	37.87	0.65	1.37	2.61	1.09	8.89	1.86	14.72	101.87	4.44	107.25	3.84	2.27	5.17	10.76	25.08	14.67	16.86	23.42	12.68	6.51	13.8	39.09	50.41	55.56	39.48	37.54
PF3D7_1318400	PF3D7_1318400.1	20.83	122.89	154.09	3.33	16.72	24.41	5.28	87.59	5.9	5.45	18.59	15.93	2.15	46.86	11.09	8	11.26	33.03	235.77	176.92	84.99	141.9	36.98	22.96	34.87	301.34	112.3	537	565.38
PF3D7_1318500	PF3D7_1318500.1	1.19	4.91	4.98	1.01	0.41	2.61	0.97	0	1.83	2.23	18.06	0.96	0.84	4.92	2.29	2.28	1.89	2.36	6.95	5.81	4.5	9.58	6.18	3.68	3.75	6.46	2.71	12.94	22.46
PF3D7_1318600	PF3D7_1318600.1	4.8	24.25	27.37	0.6	2.05	2.53	10.48	4.35	4.81	6.08	28.02	5.02	1.12	5.74	2.5	1.75	1.42	2.06	27.51	18.91	8.63	11.79	6.03	4.19	2.48	17.18	6.17	20.65	31.75
PF3D7_1318700	PF3D7_1318700.1	69.8	307.26	12.66	3.23	19.53	0.98	0.34	92.6	0.44	57.99	264.86	0.08	161.43	102.88	15.5	4.85	1.9	3.41	3.93	0.69	3.26	229.77	83.3	14.88	7.87	10.99	11.86	4.31	67.3
PF3D7_1318800	PF3D7_1318800.1	306.86	290.58	310.03	38.78	32.26	35.51	48.2	64.71	4.83	9.83	35.91	23.03	5.35	145.54	99.12	99.19	75.75	118.68	99.13	99.61	104.35	274.57	238.26	185.52	226.27	221.24	235.34	233.6	188.47
PF3D7_1318900	PF3D7_1318900.1	5.69	3.21	1.19	1.92	0.59	0.16	0.35	0.64	1.15	3.35	4.95	1.28	3.29	5.37	2.76	2.11	2.37	2.76	2.06	1.63	1.81	11.12	6.13	3.12	3.07	3.77	3.09	2.46	5.78
PF3D7_1319000	PF3D7_1319000.1	2.03	7.67	21.14	1.22	1.48	3.84	2.33	6.24	3.41	32.73	20.22	4.1	2.68	4.3	3.29	3.56	3.32	4.96	12.25	15.47	11.1	9.28	6.54	6.35	4.16	17.61	8.04	20.76	17.01
